CONTENT;
"The European Union energy transition:  key priorities for the next five years @TagliapietraBxl @GeorgZachmann @andreasloeschel @P_Linares @JMGlachant #Europe #EnergyTransition #ClimateEmergency #ClimateChange &gt;&gt;https://t.co/hMmaptjZyO https://t.co/tsF5A46QrQ";
#EU #energy and #climate policy: what key priorities for the period 2019-2024? We brought together a group of European academics to formulate 4 clear recommendations to @vonderleyen and to the new @EU_Commission and @Europarl_EN.   https://t.co/Q7OlAJxqJZ https://t.co/xqVQMJGfKW;
Macron's dream of a climate bank gets boost from new EU leader https://t.co/qnI1oAJeNK via @bpolitics;
?? #FridayRead   The EU #EnergyTransition: key priorities for the next five years by S. Tagliapietra, G. Zachmann (@Bruegel_org) O.Edenhofer (@PIK_Climate) J.M. Glachant (FSR), P. Linares (@UCOMILLAS), A. Loeschel (@UniversityofMuenster)  Read it here ?? https://t.co/YcJ0pT46em https://t.co/3lwUIOJBn1;
"Ursula @vonderleyen #EuropeanGreenDeal is good for #Europe and for the world. But it needs to be structured and implemented in a pragmatic manner. My very first take here &gt;&gt; https://t.co/SKL9E0AZAj   #ClimateChange #Environment #ClimateEmergency #EuropeanCommission https://t.co/NU07EeslHQ";
"Here is our recent #climatechange reading list with a bonus podcast:   &gt;&gt;https://t.co/ZrxkgU9wKR  \| @GuntramWolff  &gt;&gt;https://t.co/fTpD0ms7ex \| @TagliapietraBxl &gt;&gt;https://t.co/uxt38rYexl Podcast &gt;&gt;https://t.co/tajhhqqHrD For francophones &gt;&gt; https://t.co/Qnk3XipN0c \| @pisaniferry https://t.co/2B4c3WyThm";
Between 1990 and 2015, EU countries reforested an area the size of Portugal. That's good for the environment, and for the climate. https://t.co/GwwyFVshXt via @TheEconomist;
"Take a look at some of our recommended summer reads on #climatechange  Follow the link below to read these titles and more:  &gt;&gt; https://t.co/CNnK6Kclx4 Authors: @TagliapietraBxl @GuntramWolff  #toread #recommended #economic #summer #politics #ClimateEmergency https://t.co/kOyDLOtgLj";
Why Europe has few cards to play to ensure its climate bet is politically sustainable. And why it will not avoid a clash with trade. My ?@ProSyn? column https://t.co/NkU0L6qtHj;
"Happy to present my latest @ElsevierEnergy article, investigating the potential impacts of the global energy transition on #MENA oil&amp;gas producing countries. #geopolitics #EnergyTransition #decarbonisation #ParisAgreement #oil #gas #RentierState  https://t.co/DeTIkiVESs https://t.co/Rx2ac3qyQm";
I just published The World Needs the Democrats Debating Climate Change https://t.co/5S8XTbCreX;
"New post \| The Democrats need to have a climate-only TV debate. For Americans and for the rest of us \| Simone Tagliapietra   &gt;&gt; https://t.co/HZEiRxj6iH https://t.co/VJ3H3fGrfH";
Land is under pressure from humans and #climatechange, and it is at the same time part of the climate solution.   See the @IPCC_CH PRESS RELEASE on the Special Report on Climate Change and Land released today ?? https://t.co/ttKnS8dIoa   #SRCCL https://t.co/WhydvA7zAk;
Germany eyes fiscal U-turn with new debt to finance climate plan - Reuters https://t.co/XiMHNHvjR3;
Sul @sole24ore di oggi parlo delle prossime #elezioniUSA e della centralità del tema del #ClimateChange https://t.co/OkgvRjTSB6;
"Head of global airline industry @IATA reckons a 50% cut in emissions by 2050 will ""bring aviation in line with the Paris climate target"".   He clearly hasn't read the Paris Agreement, which sets net zero as the target (Art 4.1).   https://t.co/WD0HdSKvFt";
'@CAugustenborg @Marcusdstewart @EcoEye @TheStar_news Great to see the coverage of climate issues but there are about 10 reasons why nuclear will not work in Ireland.   We need to aim for maximum efficiency and 100% renewables in the energy sector.';
'@TUDublinEPS @cosaingalway @gavinjdaly @CAugustenborg @Marcusdstewart @EcoEye If you truly believe we have 11 years left to halve global emissions, we cannot go for nuclear. Ignoring all other issues, it simply takes too long to build.  Yes, it is terrifying. I worry about my childrens' future a lot.  #ClimateBreakdown';
"'@dr_morrissey @gavinjdaly @Marcusdstewart @cosaingalway @CAugustenborg @EcoEye UK: HPC most expensive power plant in the world. Delayed &amp; over budget FI: Olkiluoto delayed &amp; over budget FR: Can't begin to talk about problems with EDF HU: Russia gave € to HU to give money to Rosatom to build it. Dodgy AF.  The Dutch just agreed a climate plan. No nuclear.'";
'@Marcusdstewart @BOGallachoir @Filly_10 @MaREIcentre @PeterOShea13 @markfoleyce We spent 3 years fighting for the rights of every EU citizen to produce, store, sell renewables or join cooperative to advance energy democracy but also boost public support for climate action (and large scale RES projects).   I worry serious talk of nuclear would damage that.';
'@Marcusdstewart @SadhbhO @EnergyJvd @irish2witter @BOGallachoir @MaREIcentre @EDFofficiel @Oranogroup @IEA @ThirdWayEnergy I've worked in EU climate and energy policy for almost eight years.  I didn't say there were none I trust, just none in particular.';
'@Marcusdstewart You seem like a smart guy, Marcus, who cares about the evidence. I'm happy to discuss climate and energy policy with you any time.  But I've no time or energy for people who genuinely think Greenpeace is diabolical. It's beyond ridiculous.';
"""The sad truth is that most mainstream political journalists &amp; observers in the US don’t care that much about climate policy as such, so if they watch the debate, it will be in hopes of someone screwing up &amp; creating material for hot takes &amp; negative ads""  https://t.co/y9pFllkhjG";
'@AAScreaming @Marcusdstewart @dr_morrissey @gavinjdaly @cosaingalway @CAugustenborg @EcoEye @ENTSO_E There's also a biodiversity crisis going on.   We need to think about the impact our climate solutions will have on the biodiversity crisis.';
Bríd Smith has slammed the Gov's “utter hypocrisy” on climate action after it emerged that it will not issue a money message to progress her Bill to halt new licenses for fossil fuel exploration.  @bridsmithTD @NHNAireland @OisinCoghlan @foeireland  https://t.co/6FXDNVV6rl;
'@77utah Climate crisis?';
.@ibec_irl proving once again it has anything but the interests of Irish people at heart.  Now they've welcomed the government's rejection of @bridsmithTD's climate emergency bill.   https://t.co/BoFySyluxS  #ClimateBreakdown;
This is a useful thread on how reforestation can help address climate change.  Bottom line:  it’s a good thing to do, but won’t replace the drastic cuts in emissions we need to do. https://t.co/J1m28RM4YL;
"This article epitomises a lot of what's wrong with Irish media coverage of environmental issues:  - controversy uber alles, - overfocus on behaviour change not system change.  THERE'S A FREAKING CLIMATE &amp; BIODIVERSITY CRISIS HAPPENING.  Maybe write about that, @SunTimesIreland?";
Very disappointed the Climate Emergency Measures Bill has been stopped. https://t.co/R0NZOxv1E4 No one involved in business shares my view and many I respect disagree with it. So why do I regret it’s passing? (Long thread, sorry) (1/12);
'@NickCotter100 Probably because they don't make up half of Ireland's trees as a result of a short-sighted forestry policy led by commercial interests. And its biodiversity value is low.   Wow yes, let's talk about the diets of our politicians. Totally the right thing to focus on.';
'@NickCotter100 Forestry needs to start contributing to tackling the climate and biodiversity crises.  You're simply confirming that state lets forestry owners do what they want. That's an argument for more regulation not less.  The state should determine what makes most sense for common good.';
'@Disquietous @Grattan_H @SteveSGoddard @robporterphoto @google__ads @xr_westcork @irishenergyblog @davconnolly Aaaand that's climate science denialism.  Not worth it, @Grattan_H. Save your energy.';
Well done to @ExtinctRebelsIE ??;
Members of the Extinction Rebellion group are staging a protest outside the Department of Communications, Climate Action and Environment over the Climate Emergency Measures Bill https://t.co/93HueZXKlI;
'@Dept_CCAE @RichardbrutonTD @merrionstreet @_FIIreland We have a biodiversity crisis as well as a climate crisis. Reforestation not afforestation.   The Irish state should be funding projects that address BOTH crises, not exacerbate them.  First step: take the Forestry Dept out of @agriculture_ie and rename it the Forests Dept.';
For a moment I thought this headline was:  Cabinet to be told about 'dire' realities of climate inaction.  *sigh*  Another reason to despise Brexit: what an absolute waste of brainpower, time, money and attention by govts instead of focusing on #ClimateBreakdown.   @IrishTimes https://t.co/WomQMt3qY5;
????;
The French capital just declared itself in a state of climate emergency and voted some concrete measures to tackle it.  https://t.co/3ZkoY7HTYd;
Roll up, roll up.;
"After news of Dublin's air pollution, the government said yesterday that it is investing in ""new, greener, and cleaner buses"".  Worth keeping in mind: state moved to buy 200 diesel buses before a ban came into force.  https://t.co/N4629KV27E";
JFC.;
Nestlé has created a Plastic Monster. In 2018 Nestlé produced 1.7 million tonnes of plastic packaging last year— a 13% increase from the year before!   #Tiredearth #plasticpollutes #climatechange  @ErikSolheim @ExtinctionR @MikeHudema @JoyceMsuya https://t.co/EuqUjWK7v2;
"Hey @Shane_RossTD,  Do air pollution masks come in baby and toddler size?  Asking for my 2-year old niece and 6-year old nephew who live in Dublin city centre.  Y'know because of the early stage lung &amp; brain damage.   @TFIupdates @RichardbrutonTD @LeoVaradkar @Dept_CCAE @DCCbeta";
'@downgerd Here's a study just last week from the Irish EPA about Dublin: https://t.co/im7E2LJk1T They've since said deaths from air pollution are probably higher.  You think Cork is doing much better?';
Dear @vonderleyen,  The EU already has a bank. It's called the @EIB.  Please make *that* the EU's climate bank by:  -stopping all fossil fuel funding, -accelerating funding for efficiency, renewables, sustainable transport and ecosystem restoration.  #ClimateNeutralEU;
Shockingly, those cheap flights aren't actually that cheap.  #ClimateBreakdown #ClimateNeutralEU #flyless;
“Hello, would you mind turning your engine off please”  “I’m charging my phone”  “Yes, buts there’s a school just there”  “I know, my boy goes to it”  “Ah, my daughter too, perhaps they both have the same reduced lung capacity caused by localised pollution!”  “Yes, he has asthma”;
".@vonderleyen on climate: -Climate neutral EU by 2050 -50-55% by 2030 #GHG goal -She’ll prioritise a Green New Deal in her 1st 100 days -Create a just transition fund &amp; a sustainable EU investment fund -Turn part of the @EIB into an EU climate bank -€1 trillion new investment https://t.co/5kU3gXLpE2";
